sex,caring_for_household_members,caring_for_non_household_members,consumer_purchases,eating_and_drinking,education,government_services_and_civic_obligations,household_activities,household_services,personal_care_activities,professional_and_personal_care_services,religious_and_spiritual_activities,socializing_relaxing_and_leisure,sports_exercise_and_recreation,telephone_calls,traveling,volunteer_activities,work_and_work_related_activities
female,0,0,0,25,0,0,218,0,495,5,0,135,0,20,77,0,465
female,45,5,65,90,0,0,205,0,633,0,0,330,0,30,37,0,0
female,0,0,0,135,0,0,105,0,389,45,0,208,269,61,48,180,0
male,135,0,20,45,0,0,5,0,480,0,0,75,0,0,80,0,540
male,0,0,15,0,0,0,15,0,450,0,0,940,0,0,20,0,0
female,0,0,0,30,0,0,105,0,705,0,0,135,120,0,235,0,0
male,90,0,15,75,0,0,105,0,360,0,0,30,0,0,135,0,630
male,0,410,0,105,0,0,30,0,470,0,0,345,0,30,50,0,0
male,0,39,45,115,0,0,170,0,275,0,0,295,0,0,201,0,300
female,0,6,240,60,0,0,135,0,615,0,0,274,0,0,110,0,0
female,40,0,0,0,0,0,300,0,570,0,0,530,0,0,0,0,0
male,0,0,0,60,0,0,0,0,420,0,0,230,0,0,20,0,710
female,0,0,80,50,0,0,255,0,540,0,0,325,90,0,100,0,0
female,5,0,120,30,0,0,0,0,535,0,0,695,0,0,25,0,30
female,0,0,60,25,0,0,40,0,408,30,0,832,0,0,45,0,0
female,0,4,0,0,0,0,120,0,285,0,0,1006,0,0,25,0,0
female,5,0,90,30,0,0,115,0,570,0,0,540,0,0,90,0,0
male,0,0,15,15,0,0,15,0,540,0,0,550,0,0,30,0,275
female,0,0,30,95,0,0,100,0,470,0,0,137,0,3,40,0,525
female,0,0,0,120,0,0,15,0,590,0,95,300,0,0,65,0,255
male,0,45,0,60,0,0,135,0,510,0,0,0,0,0,90,0,570
female,0,0,375,50,0,0,435,0,355,0,0,150,0,0,75,0,0
female,0,0,0,90,0,0,280,0,415,0,130,415,0,0,25,85,0
male,25,0,0,100,0,0,0,0,525,0,0,135,0,0,85,0,570
female,0,0,0,200,0,0,30,0,540,0,80,535,0,0,55,0,0
male,0,0,0,5,0,0,0,0,770,0,0,150,0,0,35,0,480
male,0,0,15,94,0,0,0,0,555,0,0,165,0,0,58,0,553
female,90,1,0,124,0,0,120,0,575,0,0,85,0,0,40,0,405
male,60,0,0,5,0,0,120,0,690,0,0,245,0,0,140,180,0
male,1,0,0,39,0,0,75,0,570,120,0,100,0,0,475,0,60
male,210,0,180,120,0,0,90,0,540,0,0,270,0,0,30,0,0
male,48,0,60,100,0,0,15,0,392,0,0,118,0,0,150,0,557
female,0,0,0,65,0,0,30,0,490,0,0,330,0,0,95,0,430
female,0,0,0,30,0,0,120,0,490,0,0,210,0,0,60,0,530
female,0,0,20,0,0,0,540,0,300,0,0,570,0,0,10,0,0
male,20,0,0,30,0,0,105,0,585,0,0,258,330,0,92,0,20
male,0,0,0,60,225,0,0,0,660,0,0,310,0,10,85,90,0
female,0,0,0,45,0,0,648,0,625,0,58,0,0,0,64,0,0
male,0,0,0,30,0,0,180,0,290,0,0,225,0,0,90,0,625
female,0,60,0,30,0,0,210,0,630,0,0,480,0,0,0,0,30
female,52,0,13,30,0,0,130,0,476,0,0,90,0,0,110,0,539
male,0,0,0,110,0,0,0,0,510,0,0,780,0,0,0,0,0
female,310,0,110,35,0,0,60,0,515,0,0,144,30,115,71,0,50
male,45,0,0,85,0,0,180,0,690,0,0,440,0,0,0,0,0
female,60,0,250,60,0,0,0,0,630,0,0,0,20,0,45,375,0
female,0,0,0,30,300,0,0,0,485,0,0,60,0,0,95,0,470
female,10,0,17,2,0,0,15,0,790,0,0,60,0,0,19,0,527
female,0,140,0,195,0,0,63,0,530,0,0,352,0,53,107,0,0
male,0,0,0,35,0,0,15,0,675,0,0,385,0,0,60,0,270
male,0,0,0,60,0,0,0,0,785,0,0,20,0,0,55,0,520
male,0,0,0,165,0,0,420,0,675,0,0,180,0,0,0,0,0
female,210,0,5,0,0,0,220,0,625,0,98,266,0,0,16,0,0
male,15,0,0,80,0,0,15,0,570,0,0,235,0,0,70,0,455
male,0,0,130,45,0,0,180,0,675,0,0,290,0,0,115,0,5
male,5,70,15,5,0,0,5,0,300,0,0,609,0,0,91,0,0
female,0,5,0,55,0,0,65,0,500,0,15,140,0,7,105,60,458
male,0,15,50,75,0,0,65,0,505,0,0,270,350,0,110,0,0
male,0,0,30,45,0,0,45,0,397,0,0,140,0,0,42,0,741
female,0,0,1,105,0,0,330,30,480,0,0,225,90,60,119,0,0
male,60,0,90,150,0,0,305,0,240,0,0,240,225,0,130,0,0
female,0,0,0,60,0,0,100,0,720,0,20,395,0,60,25,60,0
male,150,0,0,0,0,0,70,0,470,0,0,174,0,0,15,0,561
male,0,0,0,30,0,0,0,0,435,0,0,295,0,0,35,0,645
female,0,0,100,45,0,0,90,0,600,0,0,537,0,0,68,0,0
male,60,0,0,60,0,0,330,0,515,0,155,60,0,0,110,150,0
male,5,0,90,50,0,0,0,0,360,0,0,420,0,0,37,0,478
male,0,0,0,65,0,0,15,0,480,0,0,45,0,0,85,0,750
female,0,0,0,15,0,0,300,0,593,0,150,190,0,45,28,119,0
male,0,0,10,45,0,0,90,0,505,0,0,285,0,0,55,0,450
male,0,0,0,0,0,0,0,0,435,0,405,460,0,0,140,0,0
male,15,0,45,0,0,0,130,0,591,80,0,515,0,15,49,0,0
male,0,20,0,70,505,0,10,0,539,0,0,178,0,0,88,30,0
male,40,0,0,50,0,0,510,0,540,0,0,210,0,0,90,0,0
female,0,0,0,25,0,0,145,0,685,0,0,575,0,10,0,0,0
female,0,0,0,75,0,0,360,0,555,0,0,265,145,0,40,0,0
female,60,0,10,15,0,0,125,0,720,0,0,250,120,30,20,0,0
female,80,0,0,15,0,0,20,0,55,0,0,45,0,0,75,0,1150
male,55,0,0,75,0,0,15,0,510,0,65,105,0,0,150,0,435
female,0,0,0,45,0,0,0,0,560,0,0,130,162,0,63,0,480
male,0,1,0,45,0,0,15,0,292,0,0,180,0,0,182,0,725
male,0,30,0,30,480,0,0,0,195,0,0,0,115,5,105,0,480
female,120,0,5,60,0,0,0,0,705,0,0,95,0,0,90,0,365
male,0,30,10,30,0,0,15,0,15,0,0,504,0,0,411,0,425
male,0,0,5,145,0,0,295,0,675,0,0,290,0,0,20,0,10
female,0,0,5,40,0,0,0,0,550,0,0,225,0,0,94,0,526
male,0,0,0,55,0,0,15,0,470,0,0,370,0,0,70,0,460
male,0,0,5,20,0,0,0,0,605,0,90,25,0,0,55,0,640
male,0,0,0,30,0,0,60,0,470,0,0,190,0,0,90,0,600
female,0,0,5,45,0,0,22,0,505,15,0,343,0,0,90,0,415
female,0,0,0,120,0,0,540,0,600,0,0,150,0,0,30,0,0
female,10,120,0,90,0,0,30,0,660,0,0,350,0,0,180,0,0
female,0,0,0,0,0,0,0,0,685,0,0,745,0,0,10,0,0
female,0,425,0,120,0,0,0,0,488,0,0,90,202,0,115,0,0
male,0,0,0,50,0,0,60,0,480,0,0,290,0,0,44,0,516
female,0,0,0,0,0,0,720,0,590,0,0,130,0,0,0,0,0
female,0,0,20,210,0,0,130,0,420,30,0,595,0,0,35,0,0
male,0,0,120,150,0,0,120,0,330,0,0,680,0,0,40,0,0
female,320,0,0,70,0,0,375,0,415,0,0,240,0,0,20,0,0
female,0,0,0,35,0,0,50,0,525,0,0,165,75,0,60,0,530
female,240,0,0,90,0,0,340,0,690,0,0,80,0,0,0,0,0
male,46,0,120,35,0,0,334,0,425,60,0,80,0,105,175,0,0
male,0,0,10,50,131,0,175,0,590,0,0,272,175,1,36,0,0
female,0,0,0,0,0,0,0,0,720,0,0,298,0,0,6,0,238
male,0,0,0,75,135,0,0,0,670,0,0,265,80,90,125,0,0
female,0,0,0,60,0,0,150,0,420,0,0,645,30,0,135,0,0
female,0,0,0,155,0,0,90,0,420,0,0,105,30,0,60,0,580
female,15,0,15,31,124,0,45,0,420,0,0,270,0,0,58,0,462
male,60,0,0,30,0,0,0,0,720,0,0,510,0,0,120,0,0
female,0,0,0,155,0,0,175,0,510,90,0,165,0,85,70,0,190
female,7,0,120,60,0,0,145,0,660,0,0,354,0,0,94,0,0
female,0,120,0,0,0,0,480,0,660,0,0,180,0,0,0,0,0
male,0,0,0,75,0,0,15,0,413,0,0,85,0,52,185,15,600
female,0,0,5,70,0,0,61,0,505,0,0,494,0,0,195,110,0
male,0,0,10,45,0,0,80,0,555,185,0,495,0,0,70,0,0
female,0,0,0,200,0,0,33,0,620,40,0,449,0,0,98,0,0
male,0,0,0,30,440,0,0,0,465,0,0,442,10,0,43,10,0
male,0,60,0,90,0,0,0,0,540,0,0,195,0,0,95,0,460
male,0,0,120,50,0,0,75,0,690,0,0,465,0,0,40,0,0
male,3,0,0,0,0,0,0,0,465,0,0,405,0,0,51,0,516
female,0,35,0,15,0,0,60,0,490,0,0,120,0,0,195,0,525
male,0,20,0,30,0,0,0,0,820,0,0,230,300,0,40,0,0
male,0,0,0,60,0,0,210,0,480,0,0,630,0,0,0,0,0
female,80,0,0,105,0,0,580,0,620,0,0,55,0,0,0,0,0
female,0,0,0,50,0,0,270,0,555,0,0,505,0,0,60,0,0
female,0,0,875,60,0,0,60,0,425,0,0,0,0,0,20,0,0
female,0,0,0,35,0,0,0,0,705,0,250,180,0,0,30,0,0
male,0,0,0,10,0,0,405,0,810,0,0,135,0,0,20,60,0
male,0,0,60,60,0,0,120,0,655,0,180,296,0,0,69,0,0
female,0,0,120,30,0,0,30,0,780,0,0,360,0,0,120,0,0
female,0,0,0,5,90,0,100,0,780,0,0,465,0,0,0,0,0
female,0,0,0,30,0,0,120,0,330,0,0,270,360,0,240,90,0
female,200,0,30,25,0,0,110,5,510,5,0,175,0,2,78,25,275
female,90,0,40,55,0,0,45,0,680,115,0,280,0,0,100,0,0
female,143,0,180,30,0,0,150,0,570,0,0,120,60,120,67,0,0
male,7,0,0,50,0,0,60,0,465,0,0,300,0,0,80,0,478
female,0,0,210,165,0,0,110,0,555,0,0,285,30,0,85,0,0
female,0,0,0,90,0,0,60,0,570,0,0,245,0,0,100,375,0
female,0,0,0,80,0,0,20,0,600,0,0,225,0,25,60,0,430
female,0,0,60,230,0,0,195,0,670,0,0,85,0,0,45,0,0
female,60,0,205,20,0,0,295,0,340,0,0,275,0,80,165,0,0
female,0,0,90,30,0,0,463,0,419,0,0,287,0,0,16,0,135
female,125,0,60,60,0,0,155,0,580,0,0,405,0,30,25,0,0
female,0,2,0,15,0,0,0,0,660,0,0,703,0,0,60,0,0
male,0,0,0,90,0,0,390,0,450,0,90,370,0,30,20,0,0
male,0,0,45,30,0,0,255,0,510,0,0,570,0,0,30,0,0
female,40,25,0,90,0,0,60,0,695,0,0,350,120,0,60,0,0
male,155,0,0,85,0,0,0,0,515,0,0,45,0,0,85,0,555
female,0,0,70,40,0,0,460,0,670,0,0,120,0,0,80,0,0
male,0,0,20,45,0,0,0,0,547,0,0,668,0,0,160,0,0
male,0,10,0,510,0,0,0,0,420,0,60,260,0,0,180,0,0
male,2,0,0,30,0,0,195,0,600,0,0,403,0,0,120,0,90
female,0,0,0,20,0,0,60,0,900,0,0,460,0,0,0,0,0
female,0,0,0,5,0,0,0,0,480,0,0,955,0,0,0,0,0
female,0,0,0,320,0,0,0,0,540,0,0,470,0,0,110,0,0
female,120,0,73,45,0,0,255,0,540,0,0,210,0,0,2,0,195
female,75,0,0,60,0,0,450,0,645,0,0,210,0,0,0,0,0
male,0,0,100,50,0,0,10,0,663,0,0,280,210,0,127,0,0
male,0,0,0,60,0,0,0,0,640,0,0,200,0,0,20,0,520
female,0,15,0,30,0,0,90,0,855,0,0,240,0,0,135,0,0
female,165,0,0,30,510,0,60,0,395,0,0,180,45,0,20,35,0
male,0,0,26,135,0,0,85,0,390,0,60,560,0,0,37,147,0
female,0,0,0,120,0,0,180,0,660,0,0,480,0,0,0,0,0
male,0,0,0,15,0,0,45,0,660,0,0,720,0,0,0,0,0
female,0,0,0,30,0,0,120,0,1160,0,0,120,0,0,10,0,0
female,0,5,0,30,0,0,135,0,660,0,0,510,0,0,100,0,0
male,0,0,0,60,0,0,210,0,510,0,0,0,0,0,0,0,660
female,75,0,0,20,0,0,315,0,555,0,0,255,0,0,0,0,150
male,0,0,0,40,0,0,30,0,600,0,0,770,0,0,0,0,0
female,0,0,0,90,0,0,5,0,555,0,0,790,0,0,0,0,0
male,0,0,15,30,0,0,90,0,450,0,0,195,0,0,95,0,565
male,0,0,140,30,0,0,120,0,580,0,0,85,0,0,45,0,440
male,0,0,0,10,0,0,0,0,495,0,0,175,0,0,40,0,720
male,0,0,0,60,0,0,60,0,840,0,0,450,0,0,30,0,0
female,0,0,30,15,0,0,120,0,670,0,0,445,0,0,160,0,0
female,0,0,0,25,0,0,40,0,1290,0,0,75,0,10,0,0,0
female,0,0,45,85,0,0,30,0,575,0,0,25,0,0,115,0,565
male,0,0,0,90,0,0,0,0,420,0,0,105,0,0,195,0,630
female,0,0,0,20,0,0,25,0,490,0,0,335,0,90,45,0,435
male,0,0,0,150,0,0,45,0,480,0,0,300,250,0,215,0,0
male,0,0,0,120,0,0,0,0,510,60,0,600,0,0,0,0,0
male,0,0,0,80,0,0,120,0,115,0,0,0,0,0,1125,0,0
male,0,0,10,112,0,0,3,0,538,0,0,747,0,0,30,0,0
female,15,0,0,95,0,0,140,0,600,0,0,70,0,0,50,0,470
female,63,0,0,45,0,0,45,0,515,0,0,30,0,0,44,0,698
male,47,0,20,85,0,0,10,0,330,0,0,25,0,0,281,292,350
female,0,0,120,90,0,0,420,0,600,0,0,150,30,0,30,0,0
female,0,0,45,30,0,0,100,0,600,0,135,175,0,0,250,0,0
female,0,0,0,495,0,0,200,0,585,0,0,0,0,0,160,0,0
female,1,0,43,53,0,0,67,0,540,0,0,60,93,0,83,0,500
male,285,0,0,90,0,0,225,0,540,0,0,240,0,0,0,0,0
female,0,0,0,30,0,0,180,0,630,0,0,405,0,165,30,0,0
male,0,0,0,60,0,0,0,0,810,370,0,150,0,0,50,0,0
male,0,0,0,120,0,0,0,0,272,0,0,570,0,0,73,285,120
male,0,0,0,20,0,0,75,0,810,0,0,535,0,0,0,0,0
male,0,0,0,90,0,0,0,0,330,0,0,1020,0,0,0,0,0
female,0,0,0,90,0,0,30,0,720,0,120,415,0,0,65,0,0
female,20,0,0,253,0,0,0,0,690,0,0,378,0,0,99,0,0
female,0,15,0,200,0,0,122,0,570,0,0,133,0,0,85,0,315
male,0,0,95,30,0,0,445,0,420,0,0,379,0,30,41,0,0
male,0,0,60,90,0,0,0,0,690,0,0,495,0,0,105,0,0
male,1,0,90,55,0,0,15,30,735,0,0,434,0,0,50,0,0
male,0,0,0,30,0,0,0,0,1000,60,0,180,0,0,20,0,0
male,0,0,0,30,0,0,0,0,525,0,0,0,0,0,0,0,885
female,0,0,0,180,0,0,0,0,360,150,0,520,60,0,0,0,0
male,0,0,0,30,0,0,90,0,615,0,5,150,0,0,20,0,530
female,90,0,0,30,0,0,165,0,540,0,0,75,0,0,60,0,480
female,975,0,0,30,0,0,60,0,270,0,0,0,0,45,60,0,0
male,0,0,0,45,0,0,0,0,570,0,0,825,0,0,0,0,0
female,0,0,0,70,0,0,630,0,685,0,0,55,0,0,0,0,0
male,0,0,90,120,0,0,105,0,545,0,0,540,0,0,40,0,0
female,0,0,5,75,0,0,70,0,560,15,0,105,0,5,110,0,495
male,0,0,0,2,0,0,0,0,665,0,0,383,340,0,50,0,0
male,0,0,0,75,0,0,20,0,415,0,0,60,0,0,165,0,705
female,0,0,0,30,180,0,90,0,810,0,0,330,0,0,0,0,0
female,0,13,120,105,0,0,10,0,340,0,0,155,255,0,187,0,255
male,0,0,0,42,478,0,0,0,730,0,0,130,0,0,60,0,0
female,155,0,0,80,0,0,530,0,410,0,0,152,86,15,12,0,0
female,0,0,0,45,60,0,175,0,422,0,0,290,273,0,160,0,0
male,0,0,0,30,520,0,0,0,660,0,0,200,0,0,30,0,0
male,0,0,0,60,0,0,0,0,510,0,0,55,0,0,40,0,775
male,0,0,0,120,0,0,60,0,795,0,0,420,45,0,0,0,0
female,0,126,55,100,0,0,30,0,510,0,0,340,0,80,199,0,0
male,0,0,30,150,0,0,178,0,539,0,0,280,0,60,203,0,0
female,0,0,0,20,0,0,330,0,720,0,0,370,0,0,0,0,0
female,0,0,135,45,0,0,85,0,715,0,0,421,0,0,39,0,0
female,0,6,0,118,60,0,5,0,510,0,0,203,0,30,30,0,0
female,0,0,0,45,0,0,1,0,355,0,0,205,0,0,70,0,764
male,60,0,0,85,0,0,0,0,430,0,0,20,150,0,65,0,630
female,0,0,120,125,0,0,20,0,645,0,0,460,0,0,70,0,0
female,0,90,150,60,0,0,170,0,630,0,0,285,0,0,55,0,0
male,0,0,17,20,0,0,10,0,600,0,0,310,0,0,35,0,448
male,0,0,30,65,0,0,65,0,590,0,0,630,0,0,30,0,30
female,0,5,60,100,0,0,68,0,710,0,0,342,0,10,55,0,90
female,50,1,75,60,0,0,75,0,525,0,0,280,0,0,185,189,0
male,0,0,0,140,0,0,0,0,360,0,0,180,0,0,110,0,650
female,0,0,0,60,0,0,80,0,450,0,0,15,0,0,50,0,785
male,0,0,0,30,0,0,40,0,650,0,0,0,0,0,720,0,0
female,0,0,35,60,0,0,45,0,840,0,0,396,0,0,54,0,10
female,20,0,0,0,0,0,240,0,690,0,0,445,0,0,45,0,0
female,0,0,35,5,0,0,0,0,480,0,0,262,0,0,42,0,586
male,0,0,0,115,0,0,0,0,440,0,0,240,0,0,60,0,585
male,175,0,0,150,0,0,165,0,780,0,0,90,0,0,20,0,10
female,41,0,30,45,0,0,148,0,382,0,0,30,30,0,80,0,434
female,0,0,0,35,0,60,199,0,630,0,0,516,0,0,0,0,0
female,90,0,0,0,0,0,350,0,450,0,0,550,0,0,0,0,0
male,0,0,0,200,0,0,15,0,442,0,0,495,40,5,123,0,0
female,0,0,30,70,0,0,175,5,665,70,0,345,0,60,20,0,0
male,0,0,0,40,225,0,0,0,600,0,0,459,0,0,116,0,0
female,60,0,0,60,0,0,0,0,585,0,0,80,0,0,325,0,330
male,90,0,0,140,0,0,35,0,650,0,0,0,0,0,65,0,460
male,0,0,0,15,0,0,15,0,600,0,0,810,0,0,0,0,0
female,0,0,0,100,0,0,40,0,505,0,0,330,0,0,45,325,95
female,0,0,3,25,0,0,15,0,600,0,0,332,0,0,25,0,440
female,5,0,0,0,0,0,44,0,686,0,0,25,30,0,100,0,550
female,0,0,0,30,0,0,60,0,900,0,0,450,0,0,0,0,0
female,0,0,0,30,120,0,30,0,650,0,0,450,0,0,40,120,0
female,24,2,15,60,0,0,70,0,550,0,0,179,0,0,100,0,420
female,30,2,0,60,0,0,0,0,510,0,120,623,0,0,95,0,0
male,0,0,48,90,0,0,60,0,550,0,0,668,0,0,24,0,0
female,75,0,0,110,0,0,295,0,749,0,0,195,0,0,16,0,0
female,0,0,0,30,0,0,60,0,570,420,0,270,0,30,60,0,0
male,0,0,10,90,0,0,240,120,420,0,0,510,0,30,20,0,0
male,0,0,0,90,0,0,0,0,530,0,0,175,0,0,60,0,585
male,480,0,0,60,0,0,120,0,540,0,0,240,0,0,0,0,0
female,385,0,0,20,0,0,155,0,590,0,20,70,180,20,0,0,0
female,0,0,0,150,0,0,150,0,840,0,0,300,0,0,0,0,0
male,0,0,90,75,0,0,15,0,545,0,295,365,0,0,25,30,0
female,0,0,0,40,0,0,53,0,720,0,0,627,0,0,0,0,0
female,0,0,0,75,0,0,135,0,615,0,0,425,30,120,40,0,0
female,0,0,0,30,0,0,60,0,475,0,0,735,0,140,0,0,0
female,0,0,0,30,0,0,120,0,570,0,0,270,0,0,60,0,390
female,0,10,0,90,0,0,50,0,395,0,0,340,0,0,150,0,405
male,45,0,80,80,0,0,470,0,480,0,0,115,0,0,50,120,0
male,45,0,67,215,0,0,185,0,512,0,0,242,0,0,119,0,55
female,0,0,0,60,0,0,20,0,494,0,0,285,0,60,49,0,472
female,30,0,60,45,0,0,150,0,590,0,60,440,0,0,65,0,0
female,0,0,0,90,0,0,240,0,630,0,0,473,0,5,2,0,0
male,0,0,0,30,0,0,75,0,585,0,0,240,0,0,90,0,420
female,0,0,75,30,0,0,15,0,600,0,0,165,0,0,60,0,495
female,0,0,0,90,0,0,15,0,585,0,0,740,0,10,0,0,0
male,0,0,0,90,0,0,30,0,660,0,0,545,0,0,55,0,0
female,302,0,0,5,150,0,170,0,360,0,0,207,210,0,36,0,0
female,0,0,0,15,0,0,111,0,360,0,0,945,0,5,4,0,0
female,0,0,0,60,0,0,20,0,570,0,0,400,0,0,75,0,0
male,0,0,0,2,0,0,0,0,660,0,0,738,0,0,40,0,0
female,0,0,0,80,0,0,10,0,660,5,0,279,0,0,56,0,350
male,0,0,0,90,420,0,0,0,740,0,0,170,0,0,20,0,0
female,0,0,75,220,0,0,75,0,690,0,0,305,20,0,55,0,0
female,90,0,0,30,0,0,120,0,645,0,0,210,0,15,120,0,210
male,0,0,0,45,0,0,20,0,495,0,0,205,0,0,80,595,0
female,167,0,110,60,0,0,110,0,380,0,60,198,0,0,235,120,0
male,0,0,0,145,0,0,30,0,925,0,260,60,0,0,20,0,0
male,0,0,0,75,0,0,28,0,620,0,0,430,0,2,50,0,235
male,0,0,0,45,0,0,225,0,765,0,0,300,105,0,0,0,0
male,0,0,0,60,0,0,390,0,375,0,0,615,0,0,0,0,0
male,0,0,0,50,385,0,0,0,495,0,0,450,0,0,60,0,0
male,0,0,60,85,0,0,0,0,690,0,0,575,0,0,30,0,0
female,120,0,70,20,0,0,150,0,480,0,0,480,50,0,55,0,15
female,0,0,0,10,0,0,90,0,525,45,0,20,0,0,75,0,650
male,0,0,30,60,0,0,232,0,555,20,0,438,30,25,20,0,0
male,0,0,0,75,0,0,240,0,795,0,0,330,0,0,0,0,0
female,0,0,0,45,0,0,0,0,465,0,0,300,20,0,30,180,400
female,0,0,0,20,0,0,45,15,858,0,0,225,0,0,37,90,0
male,100,0,0,60,0,0,20,0,470,0,0,90,0,0,125,0,575
female,0,0,0,90,0,0,355,0,905,0,0,60,0,0,0,0,0
female,125,0,0,20,0,0,23,0,475,60,0,193,0,0,100,0,444
female,0,17,0,45,0,0,20,0,716,30,273,0,0,0,339,0,0
female,0,0,35,65,0,0,168,20,525,0,0,160,30,17,176,0,244
female,165,0,0,60,0,0,280,0,570,180,0,120,0,0,65,0,0
male,0,0,10,75,0,0,360,0,460,0,0,495,0,0,40,0,0
male,0,0,0,85,0,0,30,0,400,0,0,270,0,15,80,0,560
female,0,0,0,25,0,0,25,0,1000,0,0,360,0,0,0,0,0
female,125,0,7,30,0,0,0,0,620,0,0,45,0,30,58,0,505
female,0,0,0,75,0,0,0,0,780,0,0,585,0,0,0,0,0
male,0,0,0,140,0,0,0,0,850,0,0,330,0,0,0,0,0
female,100,5,104,80,0,0,305,0,625,0,0,150,0,0,71,0,0
female,0,0,0,30,330,0,0,0,800,0,150,80,0,0,50,0,0
male,0,0,20,140,0,0,90,0,600,80,0,240,0,60,60,0,0
female,0,120,0,0,0,0,0,0,360,60,60,729,0,1,110,0,0
female,300,0,5,65,0,0,150,0,370,0,0,380,0,5,165,0,0
female,0,0,60,100,0,0,530,0,680,0,0,60,0,0,10,0,0
female,235,0,0,145,0,0,150,0,465,0,0,260,105,0,80,0,0
female,1,0,50,75,0,0,60,15,591,0,0,0,0,0,143,0,505
female,65,0,20,75,0,0,317,0,665,10,0,268,0,0,20,0,0
male,208,0,0,95,0,0,5,0,485,0,0,25,35,0,105,0,482
female,515,0,60,25,0,0,70,0,510,0,0,240,0,0,20,0,0
female,0,0,55,90,0,0,71,0,529,5,0,308,0,1,201,0,180
male,5,0,0,65,0,0,10,0,638,100,0,552,0,0,70,0,0
male,1,0,0,35,0,0,160,0,505,0,0,334,0,45,20,0,340
female,0,0,0,50,0,0,115,0,780,0,0,465,0,20,10,0,0
female,0,0,120,40,0,0,450,0,766,0,0,50,0,0,14,0,0
female,0,0,0,35,0,0,180,0,945,0,0,220,0,0,0,0,60
male,0,0,0,30,0,0,0,0,1315,0,0,20,0,0,10,0,65
female,0,12,0,225,0,0,75,0,558,5,0,30,70,0,95,0,370
female,100,0,5,40,0,0,261,0,395,0,0,310,0,0,47,0,282
male,0,0,0,30,0,0,120,0,810,0,0,420,60,0,0,0,0
male,0,0,0,120,0,0,120,0,420,0,0,780,0,0,0,0,0
male,110,0,0,190,0,0,150,0,525,0,0,235,30,0,110,0,90
male,0,0,0,90,0,0,0,0,650,0,0,140,0,0,20,0,540
male,50,0,60,105,0,0,395,0,520,0,0,125,0,0,80,0,105
female,0,0,0,75,0,0,10,0,600,0,0,435,0,10,25,0,285
male,0,0,0,55,45,0,280,0,240,0,405,60,0,0,55,0,300
female,0,260,30,90,0,0,20,0,685,0,0,210,60,0,85,0,0
female,0,0,40,30,0,0,620,0,567,0,0,60,0,0,48,0,45
female,91,0,0,15,0,0,315,0,772,0,0,182,0,0,20,0,45
male,0,10,175,0,0,0,30,0,780,0,0,390,0,0,55,0,0
female,0,0,10,10,0,0,230,0,210,0,0,950,0,0,30,0,0
female,0,0,0,210,0,0,320,0,510,0,0,360,0,0,40,0,0
male,0,90,20,30,0,0,0,0,420,2,14,724,0,0,140,0,0
male,0,0,0,10,0,0,0,0,600,0,0,560,0,0,120,0,0
female,0,0,0,150,0,0,180,0,525,0,0,280,0,0,40,265,0
male,0,0,0,90,0,0,180,0,510,0,0,420,0,0,240,0,0
female,0,250,0,35,0,0,335,0,590,0,0,190,0,0,40,0,0
female,6,0,3,116,0,0,387,0,530,2,0,275,75,0,36,0,0
female,205,0,0,20,0,0,40,0,840,0,0,285,0,0,30,0,20
female,0,0,0,60,0,0,25,0,470,0,0,260,0,0,65,0,560
male,45,0,0,120,0,0,375,0,675,0,0,211,0,0,14,0,0
female,75,0,120,110,0,0,35,0,470,45,0,195,155,0,235,0,0
female,46,45,200,95,0,0,157,0,424,0,0,293,0,40,140,0,0
male,0,0,10,90,0,0,125,0,310,0,0,715,55,0,135,0,0
male,0,0,0,90,0,0,0,0,450,0,0,200,0,0,50,215,435
female,0,0,60,15,0,0,423,0,480,0,0,441,0,5,16,0,0
female,180,150,20,80,0,0,115,0,625,0,0,159,0,0,81,0,0
male,0,0,0,0,0,0,0,0,760,0,0,420,0,0,20,0,240
female,0,0,45,90,0,0,260,0,570,0,0,315,120,30,10,0,0
male,0,0,160,120,0,0,190,0,540,0,0,120,0,0,40,0,270
female,0,0,286,120,0,0,5,0,505,0,0,55,0,0,469,0,0
male,0,0,0,55,0,0,240,0,480,0,0,90,0,0,150,0,425
female,0,0,225,15,0,0,83,0,507,0,0,455,0,20,135,0,0
female,0,0,20,120,0,0,20,0,521,0,0,165,0,0,105,0,489
male,0,0,15,25,0,0,0,0,600,0,0,283,0,0,8,0,509
male,1,4,0,40,0,0,120,0,631,0,0,395,0,0,189,0,60
female,84,0,105,30,0,0,125,0,470,0,0,90,45,0,39,0,452
male,0,0,60,50,0,0,0,0,540,0,0,170,440,0,180,0,0
female,0,0,180,180,0,0,0,0,375,0,0,285,0,0,420,0,0
female,60,0,0,60,0,0,300,0,695,0,0,305,0,0,0,0,0
female,0,0,60,120,0,0,130,0,860,0,0,250,0,0,20,0,0
female,0,50,60,5,0,0,175,0,585,0,0,330,70,45,120,0,0
male,0,0,0,30,0,0,120,0,390,0,0,900,0,0,0,0,0
male,280,0,0,30,0,0,135,0,440,0,0,185,0,0,70,300,0
male,0,0,0,90,0,0,340,0,500,0,0,450,0,0,60,0,0
male,0,1,0,150,0,0,640,0,519,0,0,60,0,0,70,0,0
male,0,0,0,90,0,0,279,0,510,0,0,555,0,0,6,0,0
male,0,0,20,90,0,0,140,0,560,0,0,420,20,0,154,0,0
